,Title,Year,Genre,Link,Image_name,DIRECTOR,CINEMATOGRAPHER,PRODUCTION DESIGNER,COSTUME DESIGNER,EDITOR,COLORIST,SHOT TIME,TIME PERIOD,COLOR,ASPECT RATIO,FORMAT,FRAME SIZE,SHOT TYPE,LENS SIZE,COMPOSITION,LIGHTING,LIGHTING TYPE,TIME OF DAY,INTERIOR/EXTERIOR,LOCATION TYPE,SET,STORY LOCATION,CAMERA,LENS,FILM STOCK / RESOLUTION,FILMING LOCATION,VFX,ACTORS
46,FORD V FERRARI,2019,"Drama, Action",https://shotdeck.com/assets/images/stills/thumb/small_J798EMIV.jpg,small_J798EMIV, James Mangold, Phedon Papamichael, François Audouy, Daniel Orlandi," Michael McCusker, Dirk Westervelt, Andrew Buckland", Skip Kimball,1.0, 1960s," Saturated, Red, White", 2.39 - Anamorphic, Digital, Wide,, Medium, Center,, Daylight, Day, Exterior, Location, Race Track, ... France > Le Mans," ARRI ALEXA LF, ARRI ALEXA Mini"," Panavision C series, Panavision T series",, ... United States of America > California,,
47,COLUMBUS,2017,Drama,https://shotdeck.com/assets/images/stills/thumb/small_E238QWUO.jpg,small_E238QWUO, Kogonada, Elisha Christian, Diana Rice, Emily Moran, Kogonada,,1.0, 2010s," Warm, Green", 1.85 - Spherical, Digital, Wide, Establishing shot, Wide,,, Daylight, Day, Exterior, Location, House > Front Yard, ... Indiana > Columbus,,,, ... Indiana > Columbus,,
48,HONEYLAND,2019,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_Z9DX860A.jpg,small_Z9DX860A," Ljubomir Stefanov, Tamara Kotevska"," Samir Ljuma, Fejmi Daut",,, Atanas Georgiev,,0.0, 2010s,, 1.78 - Spherical, Digital, Medium Wide, Establishing shot, Wide,, Soft light, Daylight, Day, Exterior, Location, Plains > Village > Stone House, ... North Macedonia > Bekirlija," Nikon D5, Nikon D800, Nikon D810",,, ... North Macedonia > Bekirlija,,
49,A QUIET PLACE PART II,2021,"Thriller, Horror, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_O25TAQFG.jpg,small_O25TAQFG, John Krasinski, Polly Morgan, Jess Gonchor, Kasia Walicka-Maimone, Michael P. Shawver, Stefan Sonnenfeld,0.0, 2020s, Warm, 2.39 - Anamorphic, Film - 35mm, Extreme Wide," Establishing shot, High angle"," Medium, Wide",, Soft light," Daylight, Sunny", Day, Exterior,, Bridge > Ocean, ... United States of America > New York," Panavision Millennium / Millenium XL / XL2, ARRI ALEXA Mini"," Panavision Primo Primes, Panavision T series"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... United States > New York,,
50,KUNG-FU MASTER!,1988,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_KCQK5JOQ.jpg,small_KCQK5JOQ, Agnès Varda," Pierre-Laurent Chénieux, Pierre-Laurent Chénieux",,, Marie-Josée Audiard,,0.0, 1980s, Desaturated, 1.66 - Spherical, Film - 35mm, Wide," Establishing shot, Low angle", Medium," Balanced, Center", Hard light, Daylight, Day, Exterior, Location, City > Building, ... England > London,,,, ... United Kingdom > England,,
51,"HALE COUNTY THIS MORNING, THIS EVENING",2018,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_PLRYUEZU.jpg,small_PLRYUEZU, RaMell Ross, RaMell Ross,,, RaMell Ross, Dave Francis,0.0, 2010s," Warm, Saturated", 1.78 - Spherical, Digital, Wide, Low angle, Wide, Center," Backlight, Hard light", Daylight, Day, Exterior, Location, Forest, ... Alabama > Hale County, Canon 5D,,, ... Alabama > Hale County,,
52,SUCCESSION,2018,"Comedy, Drama",https://shotdeck.com/assets/images/stills/thumb/small_7UBHOM06.jpg,small_7UBHOM06, Adam McKay, Andrij Parekh, Kevin Thompson, Catherine George, Mark Yoshikawa, Sam Daley,, 2010s," Cool, Blue", 1.78 - Spherical, Digital, Extreme Wide," Establishing shot, Low angle", Wide, Balanced," Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, City Street, ... New York > New York City, Arriflex," Leica Summilux-C, Angenieux Optimo Zooms"," 5219/7219 Vision 3 500T, 5203/7203 Vision 3 50D", ... New York > New York City,,
53,SPRING BREAKERS,2013,"Drama, Crime",https://shotdeck.com/assets/images/stills/thumb/small_CCS54J5C.jpg,small_CCS54J5C, Harmony Korine, Benoît Debie, Elliott Hostetter, Heidi Bivens, Douglas Crise, Stephen Nakamura,1.0, 2010s," Warm, Saturated", 2.39, Film - 35mm, Wide, Establishing shot, Wide, Symmetrical,," Daylight, Sunny", Day, Exterior, Location, Estate, ... United States of America > Florida," Arricam LT, Aaton Penelope"," Lomo Lenses, Zeiss Master Primes, Cooke S5i"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D", ... Florida > St. Petersburg,,
54,CAMERAPERSON,2016,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_QVHBUHOY.jpg,small_QVHBUHOY, Kirsten Johnson, Kirsten Johnson,,, Nels Bangerter,,, 2000s," Warm, Green", 1.78, Digital, Medium Close Up, Insert, Medium, Right heavy, Hard light, Daylight, Day, Exterior, Location, Countryside,,,,, ... Bosnia > Foca,,
55,AMBULANCE,2022,"Action, Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_T039QPRB.jpg,small_T039QPRB, Michael Bay, Roberto De Angelis, Karen Frick, Lisa Lovaas," Pietro Scalia, Calvin Wimmer, Doug Brandt", Stefan Sonnenfeld,, 2020s, Mixed, 2.39 - Anamorphic, Digital - Cross Process, Wide," Aerial, Establishing shot, High angle, Overhead", Wide, Right heavy, Hard light, Daylight, Day, Exterior, Location, Highway, ... California > Los Angeles," RED Komodo, RED Weapon Helium"," Hawk Vantage One, Panavision T series"," Redcode RAW 6K, Redcode RAW 8k", ... California > Los Angeles,,
56,THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,2001,"Action, Adventure, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_TZ0LRN0O.jpg,small_TZ0LRN0O, Peter Jackson, Andrew Lesnie, Grant Major," Ngila Dickson, Richard Taylor", John Gilbert, Peter Doyle,1.0, Medieval,, 2.39 - Spherical, Film - 35mm, Wide, Establishing shot, Wide, Center, Soft light, Daylight, Day, Exterior, Location, Town, ... Middle Earth > Rivendell," Arri 2c (IIc), Arri 3 (III) (IIIc), Arri 535 / 535B, Arricam ST, Arriflex 435, Moviecam Compact, Moviecam SL"," Angenieux Optimo Zooms, Zeiss Ultra Prime"," 5274/7274 Vision 200T, 5279/7279 Vision 500T, 5293/7293 EXR 200T", ... New Zealand > South Island,,
57,OCEANS,2009,"Documentary, Family",https://shotdeck.com/assets/images/stills/thumb/small_1RIET21Y.jpg,small_1RIET21Y," Jacques Perrin, Jacques Cluzaud"," Simon Christidis, Luc Drion, Laurent Fleutot, Val", Jean Rabasse,," Catherine Mauchain, Vincent Schmidt",,, 2000s," Cool, Desaturated, Cyan", 2.39 - Spherical, Film - 35mm, Extreme Wide,, Wide,, Hard light, Daylight, Day, Exterior, Location, Ocean,,, Zeiss Master Primes,,,,
58,LEGEND,1985,"Adventure, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_BHX2PEJS.jpg,small_BHX2PEJS, Ridley Scott, Alex Thomson, Assheton Gorton, Charles Knode, Terry Rawlings,,,," Cool, Green", 2.39, Film - 35mm, Wide, Establishing shot, Long Lens, Center, Soft light, Daylight, Day, Exterior, Location, Forest,,,,, ... England > Buckinghamshire,,
59,OUR DAY WILL COME,2010,"Drama, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_VHARSQCI.jpg,small_VHARSQCI, Romain Gavras, André Chemetoff, Christian Vallat, Nathalie Benros, Benjamin Weill,,, 2010s, Cool, 2.35 - Super 35, Film - 35mm, Extreme Wide,, Wide,,, Daylight, Day, Exterior,, Freeway, ... Earth > Europe,,,, ... Earth > Europe,,
60,WINGED MIGRATION,2001,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_HDWSFODH.jpg,small_HDWSFODH, Jacques Perrin," Luc Drion, Bernard Lutic, Dominique Gentil, Thierry Machado, Laurent Fleutot, Olli Barbé, Laurent Charbonnier, Thierry Thomas, Stéphane Martin, Ernst Sasse, Sylvie Carcedo, Michel Benjamin, Fabrice Moindrot, Philippe Garguil, Michel Terrasse", Régis Nicolino,, Marie-Josèphe Yoyotte,,0.0, 2000s," Cool, Cyan", 1.85 - Super 35,, Extreme Close Up, Low angle, Telephoto, Left heavy, Soft light," Daylight, Overcast", Day, Exterior, Location,, ... Earth," Aaton 35-III, Eclair XTR",," 5246/7246 Vision 250D, 5245/7289 EXR 50D", ... Earth,,
61,COLUMBUS,2017,Drama,https://shotdeck.com/assets/images/stills/thumb/small_KG5K2UBH.jpg,small_KG5K2UBH, Kogonada, Elisha Christian, Diana Rice, Emily Moran, Kogonada,,1.0, 2010s,, 1.85 - Spherical, Digital," Extreme Wide, Wide", Establishing shot, Wide," Balanced, Center, Symmetrical", Soft light," Daylight, Overcast", Day, Exterior, Location, Bridge > Street, ... Indiana > Columbus,,,, ... Columbus > Stewart Bridge,,
62,ALL THAT HEAVEN ALLOWS,1955,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_ITOZ27XB.jpg,small_ITOZ27XB, Douglas Sirk, Russell Metty," Alexander Golitzen, Eric Orbom", Bill Thomas," Frank Gross, Fred Baratta",,1.0, 1950s," Mixed, Saturated, Blue", 1.78 - Spherical, Film - 35mm, Wide, Establishing shot, Medium,, Hard light," Daylight, Sunny", Day, Exterior, Stage, Farm > Barn, ... United States > New England,,,, ... Los Angeles > Universal Studios - 100 Universal City Plaza,,
63,LA DOLCE VITA,1960,"Comedy, Drama",https://shotdeck.com/assets/images/stills/thumb/small_2Y3ZS2RT.jpg,small_2Y3ZS2RT, Federico Fellini, Otello Martelli, Piero Gherardi, Piero Gherardi, Leo Catozzo,,0.0, 1950s," Desaturated, Black and White", 2.35 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot, Wide, Center, Soft light, Daylight, Day, Exterior, Location, Airport > Runway, ... Italy > Rome,,,, ... Lazio > Rome,,
64,BURNING,2018,"Drama, Mystery, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_PRTFKJQI.jpg,small_PRTFKJQI, Lee Chang-dong, Hong Kyung-pyo, Shin Jeom-hee, Lee Choong-yeon," Kim Hyun, Kim Da-won", Kevin Kang,1.0, 2010s,, 2.39 - Spherical, Digital," Extreme Wide, Wide",, Wide, Right heavy, Hard light," Daylight, Sunny", Day, Exterior, Location, Freeway > Driving, ... Gyeonngi Province > Paju, ARRI ALEXA XT / XTplus, Zeiss Master Primes,, ... South Korea > Seoul,,
65,DAISIES,1966,Comedy,https://shotdeck.com/assets/images/stills/thumb/small_I07DP9ZR.jpg,small_I07DP9ZR, Vera Chytilov, Jaroslav Kucera, Karel Lier, Ester Krumbachov, Miroslav H,,0.0, 1960s,, 1.37 - Spherical, Film - 35mm, Medium Wide, Insert, Medium, Center, Soft light," Daylight, Sunny", Day, Exterior, Location, River > Shore, ... Europe > Czech Republic,,,, ... Europe > Czech Republic,,
66,"HALE COUNTY THIS MORNING, THIS EVENING",2018,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_LGU2P438.jpg,small_LGU2P438, RaMell Ross, RaMell Ross,,, RaMell Ross, Dave Francis,0.0, 2010s," Saturated, Green, White", 1.78 - Spherical, Digital, Wide," Establishing shot, Low angle", Wide, Right heavy," Backlight, Hard light", Daylight, Day, Exterior, Location, Forest, ... Alabama > Hale County, Canon 5D,,, ... Alabama > Hale County,,
67,WADJDA,2012,Drama,https://shotdeck.com/assets/images/stills/thumb/small_XMUAMPKQ.jpg,small_XMUAMPKQ, Haifaa al-Mansour, Lutz Reitemeier, Thomas Molt, Peter Pohl, Andreas Wodraschke,,0.0, 2010s," Warm, Desaturated", 1.85 - Spherical, Digital, Medium Close Up," Insert, Low angle", Medium, Left heavy, Soft light, Daylight, Day, Exterior, Location, School, ... Asia > Saudi Arabia, ARRI ALEXA Classic / plus,, SxS, ... Asia > Saudi Arabia,,
68,PULP FICTION,1994,"Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_XA0HUUWC.jpg,small_XA0HUUWC, Quentin Tarantino, Andrzej Sekula, David Wasco, Betsy Heimann, Sally Menke, Mike Stanwick,1.0, 1990s, Cyan, 2.35 - Anamorphic, Film - 35mm, Wide, Establishing shot, Wide,, Hard light, Daylight, Day, Exterior, Location, Motel, ... California > Los Angeles," Panavision Gold / G2, Panavision Lightweight, Panavision Panaflex, Arriflex 35 IIIc"," Panavision C series, Panavision E series", Eastman EXR 50D 5245, ... Los Angeles > River Glen Motel,," Bruce Willis, Maria de Medeiros"
69,SPIDER-MAN: NO WAY HOME,2021,"Action, Adventure, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_966RS4DI.jpg,small_966RS4DI, Jon Watts, Mauro Fiore, Darren Gilford, Sanja Milkovic Hays," Jeffrey Ford, Leigh Folsom Boyd", Jill Bogdanowicz,, 2020s, Warm, 2.39 - Spherical, Digital, Close Up," Insert, Low angle", Long Lens, Left heavy, Backlight, Daylight, Day, Exterior, Location, City > Alleyway, ... New York > New York City," ARRI ALEXA LF, ARRI ALEXA Mini LF", Panavision Panaspeed, ARRIRAW (4.5K), ... United States > New York,,
70,FARGO,2015,"Crime, Drama",https://shotdeck.com/assets/images/stills/thumb/small_7MB8QUMX.jpg,small_7MB8QUMX, Keith Gordon, Craig Wrobleski, Warren Alan Young, Carol Case," Skip Macdonald, Curtis Thurber", Mark Kueper,1.0, 1970s, Warm, 1.78 - Spherical, Digital, Extreme Wide," Aerial, Establishing shot", Wide, Center," Hard light, Top-light"," Daylight, Sunny", Day, Exterior, Location, Field, ... North Dakota > Fargo," ARRI ALEXA, ARRI ALEXA Mini, RED Scarlet"," Leitz SUMMILUX-C, Zeiss Supreme Prime", HD / 1080p, ... Alberta > Calgary,,
71,BREAKING THE WAVES,1996,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_VLG0V68T.png,small_VLG0V68T.pn, Lars von Trier, Robby Müller, Karl Júlíusson, Manon Rasmussen, Anders Refn,,2.0, 1970s," Warm, Desaturated", 2.35 - Super 35, Film - 35mm, Extreme Wide, Establishing shot, Wide, Center," Low-contrast, Soft light"," Daylight, Overcast", Day, Exterior, Location, Sea, ... Scotland > Highlands, Moviecam Compact," Zeiss Master Primes, Zeiss Ultra Prime, Zeiss LDS Ultra Prime, Zeiss DigiPrimes, Zeiss DigiZooms, Zeiss Compact Prime CP.2, Zeiss Compact Prime CP.2 Super Speed, Zeiss Super Speed MKII, Zeiss Super Speed, Zeiss Standard Primes, Zeiss Jena Lenses"," 5293/7293 EXR 200T, 5298/7298 EXR 500T", ... Denmark > Copenhagen,,
72,THE HARDER THEY FALL,2021,Western,https://shotdeck.com/assets/images/stills/thumb/small_G6OJUHNE.jpg,small_G6OJUHNE, Jeymes Samuel, Mihai Malaimare Jr., Martin Whist, Antoinette Messam, Tom Eagles, Tim Stipan,1.0, 1800s,, 2.39 - Anamorphic, Digital, Wide," High angle, Insert, Overhead", Wide, Right heavy, Soft light, Daylight, Day, Exterior, Location, Western Town > Street, ... United States of America > New Mexico," RED Monstro, Panavision DXL2"," Panavision Primo 70s, Panavision H series, Panavision G series, Panavision T series, Panavision 70-200mm (ATZ), Panavision 40-80 (Bailey zoom - AWZ2), Panavision Primo Artiste, Panavision Sphero 65mm Lenses, Ultra PV 70 (1.25 anamorphic)", Redcode RAW 8k, ... Galisteo > Cerro Pelon Movie Ranch,,
73,CAMERAPERSON,2016,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_1GJ2QMM4.jpg,small_1GJ2QMM4, Kirsten Johnson, Kirsten Johnson,,, Nels Bangerter,,, 2000s," Cool, Green, Blue", 1.78, Digital, Extreme Wide, Insert, Wide, Balanced, Soft light, Daylight, Day, Exterior, Location, Countryside,,,,, ... Bosnia > Foca,,
74,KARNAN,2021,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_8MZ04D2M.jpg,small_8MZ04D2M, Mari Selvaraj, Theni Eashwar, Tha Ramalingam, Tha Ramalingam, R. K. Selva, R. K. Selva,, 1990s," Warm, Saturated, Magenta, Pink", 2.39 - Spherical, Digital, Extreme Close Up," Dutch angle, High angle, Insert, Overhead", Long Lens, Center," Low-contrast, Soft light"," Daylight, Overcast", Day, Exterior, Location, Village > River, ... Tamil Nadu > Thoothukudi,,,, ... Tamil Nadu > Thoothukudi,,
75,BADLANDS,1973,"Drama, Romance, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_09VIS47U.jpg,small_09VIS47U, Terrence Malick," Tak Fujimoto, Stevan Larner, Brian Probyn", Jack Fisk, Rosanna Norton, Robert Estrin,,1.0, 1950s," Warm, Desaturated", 1.85, Film - 35mm, Extreme Wide, Establishing shot, Wide, Left heavy, Soft light, Daylight, Day, Exterior,,, ... South Dakota > Fort Dupre,,,,,,
76,DAWN OF THE PLANET OF THE APES,2014,"Drama, Action, Thriller, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_LS40U90I.jpg,small_LS40U90I, Matt Reeves, Michael Seresin, James Chinlund, Melissa Bruning," William Hoy, Stan Salfas", Stefan Sonnenfeld,0.0, Future, Cool, 1.85 - Spherical, Digital, Medium Close Up,, Medium,, Soft light, Daylight, Day, Exterior,, Street, ... California > San Francisco,,,,,, Andy Serkis
77,OCEANS,2009,"Documentary, Family",https://shotdeck.com/assets/images/stills/thumb/small_AMLVG2EE.jpg,small_AMLVG2EE," Jacques Perrin, Jacques Cluzaud"," Simon Christidis, Luc Drion, Laurent Fleutot, Val", Jean Rabasse,," Catherine Mauchain, Vincent Schmidt",,, 2000s," Mixed, Saturated, Green, Cyan, Blue", 2.39 - Spherical, Film - 35mm, Extreme Wide, Overhead, Telephoto,, Hard light, Daylight, Day, Exterior, Location, Coastline, ... Earth,, Zeiss Master Primes,, ... Earth,,
78,WE'RE THE MILLERS,2013,"Comedy, Crime",https://shotdeck.com/assets/images/stills/thumb/small_0J9F52DR.jpg,small_0J9F52DR, Rawson Marshall Thurber, Barry Peterson, Clayton Hartley," Shay Cunliffe, Claire Hallworth, Nina Hallworth", Michael L. Sale,,, 2010s," Warm, White", 2.39 - Spherical, Digital, Extreme Wide, Aerial, Wide,,, Daylight, Day, Exterior, Location, Highway, ... United States > Arizona,," Angenieux Optimo Zooms, Cooke S4/ i",, ... United States > New Mexico,,
79,BABE,1995,"Comedy, Drama, Family, Fantasy, Puppetry",https://shotdeck.com/assets/images/stills/thumb/small_5TO9E9KR.jpg,small_5TO9E9KR, Chris Noonan, Andrew Lesnie, Roger Ford, Roger Ford," Marcus D'Arcy, Jay Friedkin", Arthur Cambridge,, 1990s," Warm, Pink", 1.85 - Spherical, Film - 35mm, Close Up, High angle, Medium, Center," Hard light, Side light"," Daylight, Sunny", Day, Exterior, Location, Country Fair > Competition Grounds, ... Earth,,,, ... Australia > New South Wales,,
80,THE BODYGUARD,1992,"Thriller, Action, Drama, Music, Romance",https://shotdeck.com/assets/images/stills/thumb/small_3K2MFVSM.jpg,small_3K2MFVSM, Mick Jackson, Andrew Dunn, Jeffrey Beecroft, Susan Nininger," Donn Cambern, Richard A. Harris",,, 1990s," Cool, Blue", 1.78 - Spherical, Film - 35mm, Extreme Wide, Establishing shot, Wide,,," Daylight, Overcast", Day, Exterior,, Boathouse, ... North America > United States,,,, ... North America > United States,,
81,CAROL,2015,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_Y1CHZECU.jpg,small_Y1CHZECU, Todd Haynes, Edward Lachman, Judy Becker, Sandy Powell, Affonso Gon, John Dowdell,1.0, 1950s," Cool, Cyan, Blue", 1.85 - Spherical, Film - Super 16mm, Wide, Establishing shot, Wide, Balanced, Hard light," Daylight, Overcast", Day, Exterior, Location,, ... New York > New York City, Arri 416," Zeiss Master Primes, Cooke S4/ i, Cooke Panchro / i - uncoated, Angenieux - HR Zoom - 25-250, Angenieux - HR Zoom - 25-250mm"," 5219/7219 Vision 3 500T, 5207/7207 Vision 3 250D, 5213/7213 Vision 3 200T, 5203/7203 Vision 3 50D", ... Ohio > Cincinnati,,
82,WINGED MIGRATION,2001,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_Z8LVWR4U.jpg,small_Z8LVWR4U, Jacques Perrin," Luc Drion, Bernard Lutic, Dominique Gentil, Thierry Machado, Laurent Fleutot, Olli Barbé, Laurent Charbonnier, Thierry Thomas, Stéphane Martin, Ernst Sasse, Sylvie Carcedo, Michel Benjamin, Fabrice Moindrot, Philippe Garguil, Michel Terrasse", Régis Nicolino,, Marie-Josèphe Yoyotte,,0.0, 2000s," Cool, Cyan", 1.85 - Super 35,, Medium Close Up,, Long Lens, Left heavy, Soft light," Daylight, Overcast", Day, Exterior, Location,, ... Earth," Aaton 35-III, Eclair XTR",," 5246/7246 Vision 250D, 5245/7289 EXR 50D", ... Earth,,
83,ROOM,2015,"Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_BRBZQZTH.jpg,small_BRBZQZTH, Lenny Abrahamson, Danny Cohen, Ethan Tobman, Lea Carlson, Nathan Nugent,,0.0, 2010s," Cool, Blue", 2.39 - Anamorphic, Digital, Wide," Aerial, High angle", Medium, Center, Hard light, Daylight, Day, Exterior, Location, Neighborhood > Street, ... North Amercia > United States, RED Epic Dragon, Panavision Primo Primes, Redcode raw 5K, ... Ontario > Toronto,,
84,AUSTRALIA,2008,"Adventure, Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_R1OI4PV7.jpg,small_R1OI4PV7, Baz Luhrmann, Mandy Walker, Catherine Martin, Catherine Martin," Michael McCusker, Dody Dorn",,1.0, 1940s," Warm, Desaturated", 2.39 - Anamorphic, Film - 35mm, Extreme Wide, High angle, Wide,, Hard light," Daylight, Sunny", Day, Exterior, Location, Outback, ... Australia > Australian Outback," Panavision Millennium / Millenium XL / XL2, Panavision Panaflex, Arri 435 / 435ES"," Panavision Primo Primes, Panavision Super Speed Zeiss, Zeiss Super Speed MKII, Angenieux Optimo Zooms"," 5212/7212 Vision 2 100T, 5217/7217 Vision 2 200T, 5218/7218 Vision 2 500T", ... Kununurra > El Questro Wilderness Park,,
85,TOUKI BOUKI,1973,"Drama, Romance",https://shotdeck.com/assets/images/stills/thumb/small_6873IN8D.jpg,small_6873IN8D, Djibril Diop Mamb, Georges Bracher, Aziz Diop Mamb,, Siro Asteni,,1.0, 1970s," Red, Blue", 1.37 - Spherical, Film - 35mm, Medium, Insert, Medium, Center," Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, Port > Ship, ... Senegal > Dakar,,,, ... Senegal > Dakar,,
86,SOUND OF METAL,2020,"Drama, Music",https://shotdeck.com/assets/images/stills/thumb/small_0HNOGSR1.jpg,small_0HNOGSR1, Darius Marder, Daniël Bouquet, Jeremy Woodward, Megan Stark Evans, Mikkel E.G. Nielsen, Olivier Ogneux,0.0, 2010s," Cool, Desaturated, Green, Cyan, Blue"," 2.39 - Spherical, 2 perf", Film - 35mm, Extreme Wide, Insert, Long Lens, Center,," Daylight, Sunny", Day, Exterior, Location, Airstream, ... North America > United States of America, Aaton Penelope, Sigma Cine Lenses," 5219/7219 Vision 3 500T, 5203/7203 Vision 3 50D, 4K", ... United States > Massachusetts,,
